frame,A_x,A_y,A_r,H_x,H_y,H_r,M_x,M_y,M_r,R_x,R_y,R_r
1617,383,419,4,108,371,4,963,517,9,1471,428,5
1618,,,,121,373,4,971,514,9,1467,431,5
1619,422,416,7,128,374,4,979,513,8,1463,434,5
1620,451,418,6,132,375,4,985,512,8,1460,436,5
1621,475,422,6,,,,990,512,8,1457,437,5
1622,494,425,6,134,375,4,996,513,7,1455,438,5
1623,513,429,6,134,375,4,1002,516,7,1454,439,5
1624,530,432,7,134,375,4,1007,520,7,1453,439,5
1625,546,435,7,133,374,4,1012,523,7,,,
1626,564,441,6,132,374,4,1016,527,7,1080,423,9
1627,582,445,6,132,374,4,1020,532,7,834,415,9
1628,601,451,5,131,373,4,1023,538,7,686,414,8
1629,,,,130,373,4,1027,544,7,608,417,8
1630,,,,130,372,4,1030,551,6,579,423,5
1631,646,467,5,130,372,4,,,,575,430,4
1632,683,479,7,129,372,4,751,691,10,580,443,6
1633,,,,129,372,4,576,776,8,591,455,6
1634,,,,129,372,4,481,822,8,602,466,6
1635,,,,129,372,4,441,841,6,611,477,7
1636,,,,,,,437,844,6,617,487,4
1637,764,518,8,719,540,6,453,838,4,618,498,8
1638,822,549,7,1086,645,5,,,,614,510,5
1639,865,576,7,1285,704,4,763,734,5,606,524,5
1640,896,599,7,,,,970,671,4,,,
1641,920,621,8,1250,627,4,1094,639,6,1093,484,5
1642,940,642,11,1180,580,5,1156,622,6,1402,457,5
1643,958,663,7,1097,554,6,1174,609,6,1575,440,5
1644,973,682,7,1019,546,5,1165,597,6,1653,430,5
1645,976,676,6,,,,1143,585,4,1669,426,5
1646,970,655,6,522,444,4,1121,576,7,1650,426,5
1647,963,624,9,203,380,4,1095,566,5,1615,427,5
1648,954,593,7,22,345,4,1071,556,5,1575,429,5
1649,945,563,5,-61,329,4,,,,1538,432,5
1650,937,536,5,-82,326,4,1050,540,5,1507,434,5
1651,933,512,9,-66,330,4,1033,528,6,1483,436,5
1652,929,492,7,-32,338,4,1021,519,6,,,
1653,926,476,5,6,346,4,1012,510,6,946,423,6
1654,923,462,5,43,354,4,1005,504,5,608,411,6
1655,924,450,8,74,361,4,1000,499,5,419,400,5
1656,923,441,6,97,366,4,996,495,5,334,390,6
1657,923,433,8,114,369,4,993,491,5,316,382,6
1658,924,425,9,125,372,4,989,488,6,337,376,5
1659,924,419,9,132,373,4,986,486,5,375,372,5
1660,923,415,8,,,,983,485,6,417,369,6
1661,922,411,6,135,374,4,979,484,4,456,367,6
1662,920,408,6,136,374,4,976,483,6,489,367,5
1663,920,406,5,136,374,4,973,483,6,514,367,6
1664,919,405,6,135,374,4,969,484,6,530,367,6
1665,919,406,6,134,373,4,965,485,5,540,370,5
1666,920,408,8,132,373,4,961,488,5,546,373,6
1667,921,409,8,131,373,4,957,491,5,548,376,5
1668,920,412,5,131,373,4,954,494,5,547,380,6
1669,920,416,6,130,373,4,950,499,5,545,385,5
1670,918,421,6,130,373,4,946,503,5,543,391,5
1671,919,427,9,129,372,4,942,508,5,540,397,5
1672,918,432,6,129,372,4,938,514,5,537,403,5
1673,918,440,6,129,372,4,934,521,6,534,411,5
1674,918,448,7,129,372,4,929,528,4,533,421,4
1675,919,457,8,,,,926,536,5,531,434,4
1676,917,466,5,666,371,5,922,546,5,529,442,5
1677,917,476,6,1007,374,5,,,,527,452,5
1678,917,488,6,1199,383,7,814,713,8,526,466,5
1679,916,498,4,1288,393,6,747,817,7,,,
1680,915,510,4,1311,407,5,,,,524,485,5
1681,915,524,5,1296,422,6,803,740,5,521,503,5
1682,914,539,6,1263,439,7,846,677,4,519,510,6
1683,,,,1225,456,8,,,,516,503,4
1684,916,554,7,1191,473,7,693,656,5,514,486,4
1685,918,552,7,1162,489,9,598,642,5,512,463,4
1686,921,539,5,1141,506,7,546,633,5,510,439,4
1687,923,516,5,1127,514,9,524,628,5,508,414,4
1688,924,490,6,1118,502,10,520,625,5,505,390,5
1689,925,464,8,1113,477,10,527,625,5,502,370,5
1690,925,441,4,1115,447,7,539,625,5,499,353,5
1691,925,420,4,,,,553,626,5,496,339,6
1692,925,402,4,536,397,4,565,627,5,493,326,6
1693,928,385,7,171,367,4,575,628,5,489,315,5
1694,933,370,5,-30,351,4,582,629,5,487,305,6
1695,932,359,5,-118,346,4,587,630,5,485,297,6
1696,934,350,6,-134,346,4,591,630,5,484,290,6
1697,933,341,5,-109,350,4,593,630,5,482,286,5
1698,,,,-65,354,4,,,,,,
1699,935,329,8,-17,359,4,1214,635,4,1049,366,5
1700,938,321,6,27,364,4,1602,641,35,1407,419,5
1701,939,315,6,65,367,4,1885,695,5,1605,449,5
1702,940,311,7,93,370,4,2021,729,5,1693,465,5
1703,941,308,7,113,371,4,2061,747,5,1709,470,5
1704,941,309,5,126,372,4,2045,756,6,1686,468,5
1705,940,309,5,133,373,4,1999,757,5,1643,464,5
1706,943,309,8,,,,1944,755,6,1595,458,5
1707,945,311,7,137,373,4,1890,750,6,1552,453,5
1708,947,313,8,138,373,4,1845,745,6,1515,448,5
1709,947,315,8,137,373,4,1809,740,4,1487,444,5
1710,948,319,8,136,373,4,1784,736,6,1468,441,5
1711,948,324,8,134,373,4,1768,734,6,1455,439,5
1712,949,329,8,133,373,4,1757,731,5,1448,438,5
1713,950,336,6,132,373,4,1751,729,5,,,
1714,951,343,6,131,373,4,1750,728,5,860,364,5
1715,952,349,6,130,373,4,,,,491,323,5
1716,952,357,6,130,373,4,1211,564,5,286,307,5
1717,953,366,5,129,372,4,873,467,5,197,307,5
1718,952,378,5,129,372,4,686,418,5,180,318,6
1719,951,388,4,129,372,4,604,402,6,205,334,6
1720,951,399,4,129,372,4,589,410,4,250,355,7
1721,,,,,,,611,430,4,300,376,5
1722,955,417,4,760,332,8,651,456,7,346,399,6
1723,958,437,9,1156,314,7,695,484,6,383,422,6
1724,956,456,4,1377,313,7,724,507,8,414,437,7
1725,,,,1476,321,4,737,526,8,443,448,6
1726,,,,1496,337,6,741,540,6,464,457,7
1727,,,,1472,359,6,730,551,7,480,467,9
1728,923,482,5,,,,710,562,8,490,477,10
1729,,,,790,372,4,683,572,11,501,489,7
1730,,,,337,378,4,652,584,11,509,502,7
1731,,,,67,381,4,597,622,5,516,518,8
1732,857,512,5,-71,382,4,566,643,5,521,536,10
1733,,,,-120,381,4,553,653,5,528,561,7
1734,800,536,4,-114,379,4,550,655,5,534,587,10
1735,,,,-81,377,4,555,653,5,543,615,9
1736,,,,-36,376,4,561,650,5,549,650,9
1737,,,,9,375,4,569,645,5,554,685,10
1738,,,,49,374,4,576,641,5,557,726,8
1739,,,,81,373,4,582,637,5,565,768,12
1740,,,,104,373,4,586,634,5,574,814,7
1741,,,,120,372,4,589,632,5,,,
1742,,,,129,372,4,591,631,5,1097,628,5
1743,,,,,,,592,630,5,1424,504,5
1744,,,,134,372,4,593,630,5,1604,429,5
1745,,,,136,372,4,,,,1682,389,5
1746,,,,136,372,4,349,691,16,1694,374,5
1747,,,,135,372,4,159,713,15,1670,374,5
1748,,,,134,372,4,,,,1629,383,5
1749,,,,132,372,4,331,679,5,1585,394,5
1750,,,,132,372,4,457,655,5,1544,407,5
1751,,,,131,372,4,542,639,5,1510,417,5
1752,,,,131,372,4,594,629,5,1484,426,5
1753,,,,130,373,4,622,624,5,1466,432,5
1754,,,,130,373,4,633,622,5,1455,436,5
1755,,,,130,373,4,634,622,5,1448,438,5
1756,,,,129,373,4,629,623,5,,,
1757,,,,129,373,4,621,625,5,985,577,14
1758,,,,,,,614,626,5,704,670,9
1759,,,,129,373,4,607,628,5,553,728,13
1760,,,,129,373,4,600,629,5,501,765,7
1761,,,,129,373,4,596,630,5,501,789,13
1762,,,,129,373,4,593,630,5,526,809,6
1763,,,,129,373,4,,,,580,829,11
1764,,,,129,373,4,592,630,5,,,
1765,,,,129,372,4,591,631,5,1048,632,5
1766,,,,129,372,4,590,631,5,1352,501,5
1767,,,,129,372,4,590,631,5,1529,423,5
1768,,,,129,372,4,590,631,5,1614,383,5
1769,,,,130,372,4,591,631,5,1640,369,5
1770,,,,130,372,4,591,631,5,1629,370,5
1771,,,,130,372,4,591,631,5,1601,379,5
1772,,,,130,372,4,591,631,5,1567,392,5
1773,,,,,,,591,630,5,1534,405,5
1774,,,,130,372,4,590,630,5,1505,416,5
1775,,,,130,372,4,590,630,5,1483,426,5
1776,,,,130,372,4,591,630,5,1468,432,5
1777,,,,130,372,4,591,630,5,1458,436,6
1778,,,,130,372,4,,,,1451,439,5
1779,,,,130,373,4,641,674,4,,,
1780,,,,130,373,4,,,,1447,441,5
1781,,,,129,373,4,1249,665,4,1446,442,5
1782,,,,129,373,4,1628,659,35,1446,442,5
1783,,,,129,373,4,1918,750,9,1447,442,5
1784,,,,129,373,4,2059,806,9,1448,441,5
1785,,,,129,373,4,2102,837,9,1449,441,5
1786,,,,129,373,4,2086,850,8,1450,440,5
1787,,,,129,373,4,2040,852,9,1450,440,5
1788,,,,,,,1984,847,9,1451,440,5
1789,,,,129,373,4,1930,840,9,1451,440,5
1790,,,,129,373,4,1849,824,7,1451,439,5
1791,,,,129,372,4,1763,805,8,1452,439,5
1792,,,,129,372,4,1706,793,12,1452,439,5
1793,,,,129,372,4,1673,785,12,1452,439,5
1794,,,,129,372,4,1657,781,12,,,
1795,,,,130,372,4,1653,779,12,1452,439,5
1796,,,,130,372,4,1655,779,12,1452,439,5
1797,,,,130,372,4,1659,779,12,1452,439,5
1798,,,,130,372,4,1665,780,12,1452,438,6
1799,,,,130,372,4,1671,781,12,1453,438,6
1800,,,,130,373,4,1676,782,12,1453,438,6
1801,,,,130,373,4,1663,780,17,1453,439,5
1802,,,,130,373,4,1680,817,6,1453,439,5
1803,,,,,,,,,,1453,440,5
1804,,,,130,373,4,933,767,6,1453,440,5
1805,,,,130,373,4,443,745,8,1453,440,5
1806,,,,130,373,4,190,721,8,1453,440,5
1807,,,,129,373,4,83,708,5,1453,440,5
1808,,,,129,373,4,48,714,4,1452,440,4
1809,,,,129,373,4,57,720,12,,,
1810,,,,129,373,4,53,737,5,1452,439,5
1811,,,,129,373,4,77,741,41,1452,439,5
1812,,,,129,372,4,196,729,6,1451,439,5
1813,,,,129,372,4,287,721,6,1451,439,5
1814,,,,129,372,4,352,716,5,1451,439,5
1815,,,,129,372,4,395,714,6,1451,440,5
1816,,,,130,372,4,420,714,5,1451,440,5
1817,,,,130,372,4,413,726,6,1451,440,5
1818,,,,,,,423,722,7,1451,440,5
1819,,,,130,372,4,426,720,7,1451,440,5
1820,,,,130,372,4,427,719,6,1452,440,5
1821,,,,130,372,4,,,,1452,440,5
1822,,,,130,373,4,589,722,4,1452,440,5
1823,,,,130,373,4,686,724,4,1452,440,5
1824,,,,130,373,4,,,,,,
1825,,,,130,373,4,771,770,9,1452,440,5
1826,,,,130,373,4,812,798,12,1451,440,5
1827,,,,130,373,4,824,811,10,1451,439,5
1828,,,,129,373,4,819,817,9,1451,439,5
1829,,,,129,373,4,805,818,9,1451,439,5
1830,,,,129,373,4,786,816,7,1451,439,5
1831,,,,129,373,4,,,,1451,439,5
1832,,,,129,373,4,1334,720,5,1451,439,5
1833,,,,,,,1661,662,29,1451,439,5
1834,,,,129,372,4,1891,676,4,1451,439,5
1835,,,,129,373,4,1999,690,4,1451,439,5
1836,,,,130,373,4,2026,703,4,1452,439,5
1837,,,,131,374,4,2008,715,7,1452,439,5
1838,,,,132,374,4,1966,721,4,1453,440,5
1839,,,,132,374,4,1918,727,7,,,
1840,,,,132,375,5,1872,731,7,1453,440,5
1841,,,,133,375,4,1833,734,7,1453,440,5
1842,,,,133,376,5,1803,735,7,1453,440,5
1843,,,,134,377,4,1781,735,7,1453,440,5
1844,,,,135,379,4,1767,734,7,1453,440,5
1845,,,,,,,1758,733,7,1453,440,5
1846,,,,287,574,5,1754,732,7,1453,440,5
1847,,,,383,696,5,1752,731,7,1453,440,5
1848,,,,436,764,5,,,,,,
1849,,,,459,794,5,1129,765,6,1508,437,4
1850,,,,464,799,5,,,,1543,435,4
1851,,,,457,791,5,674,693,4,1563,434,4
1852,,,,445,776,5,419,647,4,1571,433,4
1853,,,,432,759,5,303,619,4,1573,433,4
1854,,,,,,,277,606,4,1571,433,4
1855,,,,270,551,5,303,602,4,1566,433,4
1856,,,,166,418,5,354,603,4,1563,434,4
1857,,,,106,342,5,411,608,4,1559,435,4
1858,,,,77,306,5,465,613,4,1555,435,4
1859,,,,70,296,5,511,618,4,1552,436,4
1860,,,,74,302,5,545,622,4,1550,436,4
1861,,,,85,315,5,570,626,4,1549,436,4
1862,,,,97,331,5,586,628,4,1548,436,4
1863,,,,109,346,5,595,630,4,,,
1864,,,,119,359,5,600,631,4,1491,437,5
1865,,,,127,369,4,,,,1455,439,5
1866,,,,132,377,5,601,631,4,1435,439,5
1867,,,,136,382,4,601,631,4,1426,439,5
1868,,,,138,385,4,599,631,4,1425,439,5
1869,,,,,,,598,631,4,1428,439,5
1870,,,,139,387,4,596,631,4,1432,439,5
1871,,,,140,389,4,594,631,4,1437,439,5
1872,,,,140,389,4,593,631,4,1441,439,5
1873,,,,139,388,4,592,631,4,1445,439,5
1874,,,,139,388,4,592,630,4,1448,439,5
1875,,,,138,387,4,591,630,4,,,
1876,,,,138,387,4,591,630,4,1507,437,4
1877,,,,138,386,4,591,630,4,1544,436,4
1878,,,,138,386,4,591,630,4,1565,435,4
1879,,,,138,386,4,591,630,4,1574,435,4
1880,,,,137,386,4,,,,1575,435,4
1881,,,,138,386,5,607,703,4,1573,435,4
1882,,,,138,386,5,,,,1568,435,4
1883,,,,139,385,5,601,676,4,1563,435,4
1884,,,,,,,597,656,4,1559,435,4
1885,,,,139,385,5,594,642,4,1556,435,4
1886,,,,139,385,5,592,633,4,1553,435,4
1887,,,,139,385,5,591,627,4,1551,435,4
1888,,,,139,385,4,590,625,4,1549,435,4
1889,,,,139,385,4,590,624,4,1548,436,4
1890,,,,139,385,4,590,625,4,,,
1891,,,,138,385,4,591,626,4,1548,436,4
1892,,,,138,385,4,591,627,4,1548,436,4
1893,,,,137,385,4,591,628,4,1549,436,4
1894,,,,137,385,4,591,629,4,1549,436,4
1895,,,,137,385,4,591,630,4,1549,436,4
1896,,,,137,384,4,591,630,4,1548,436,4
1897,,,,137,383,4,,,,1548,436,4
1898,,,,137,381,4,591,630,4,1548,436,4
1899,,,,,,,591,631,4,1548,436,4
1900,,,,515,431,16,591,631,4,1548,436,4
1901,,,,,,,591,631,4,1548,435,4
1902,,,,751,463,16,591,631,4,1549,435,4
1903,,,,883,480,16,591,631,4,1549,435,4
1904,,,,940,489,17,591,631,4,1549,435,4
1905,,,,951,491,17,591,631,4,,,
1906,,,,934,489,17,591,631,4,1549,435,4
1907,,,,906,486,17,591,631,4,1549,435,4
1908,,,,,,,592,631,4,1548,435,4
1909,,,,,,,592,631,4,1548,435,4
1910,,,,1324,523,4,592,631,5,1548,435,4
1911,,,,,,,592,631,5,1548,435,4
1912,,,,,,,,,,1548,435,4
1913,,,,,,,673,675,6,1548,435,4
1914,,,,1128,503,17,725,705,6,1549,436,4
1915,,,,977,488,17,756,720,5,1549,436,4
1916,,,,871,477,17,770,727,5,1550,436,4
1917,,,,802,470,17,762,728,4,1550,436,4
1918,,,,762,466,17,753,726,6,1550,436,4
1919,,,,742,464,17,756,723,7,1550,436,4
1920,,,,736,464,17,756,720,6,,,
1921,,,,738,464,17,755,717,6,1550,436,4
1922,,,,745,464,17,744,712,5,1549,436,4
1923,,,,752,465,17,,,,1549,436,4
1924,,,,760,466,17,656,665,4,1549,436,4
1925,,,,766,466,17,600,635,4,1549,436,4
1926,,,,771,467,17,568,618,4,1550,435,4
1927,,,,775,467,17,554,611,4,1550,435,4
1928,,,,,,,551,609,4,1550,435,4
1929,,,,777,467,17,555,611,4,1550,435,4
1930,,,,779,467,17,561,614,4,1549,435,4
1931,,,,780,468,17,568,618,4,1549,435,4
1932,,,,780,468,17,575,622,4,1548,435,4
1933,,,,780,468,17,581,625,4,1548,435,4
1934,,,,780,468,17,585,628,4,1548,435,4
1935,,,,779,468,17,588,629,4,,,
1936,,,,779,468,17,590,630,4,1491,438,5
1937,,,,779,468,17,591,631,4,1455,439,5
1938,,,,778,468,16,,,,1436,440,5
1939,,,,778,468,17,592,631,4,1428,440,6
1940,,,,778,469,16,592,631,4,1426,440,6
1941,,,,777,469,16,592,631,4,1429,439,6
1942,,,,777,469,16,591,631,4,1433,439,6
1943,,,,,,,591,630,4,1438,439,6
1944,,,,778,468,17,590,630,4,1443,439,6
1945,,,,778,468,17,590,630,4,1446,439,6
1946,,,,778,467,16,590,630,4,1448,439,5
1947,,,,779,467,16,590,629,4,1450,439,5
1948,,,,779,467,16,589,629,4,1451,440,5
1949,,,,779,467,16,589,629,4,1452,440,5
1950,,,,779,467,16,589,629,4,,,
1951,,,,,,,589,629,4,,,
1952,,,,,,,589,630,4,1452,440,5
1953,,,,,,,,,,1452,440,5
1954,,,,,,,1277,688,5,1452,440,5
1955,,,,,,,1709,726,7,1452,440,5
1956,,,,,,,1949,747,7,1452,440,5
1957,,,,,,,2054,756,6,1452,440,5
1958,,,,,,,2074,758,7,1452,440,5
1959,,,,,,,2045,755,6,1452,440,5
1960,,,,,,,1992,750,5,1452,439,5
1961,,,,,,,1934,745,6,1452,439,5
1962,,,,,,,1881,740,5,1453,439,5
1963,,,,,,,1837,736,6,1453,438,5
1964,,,,,,,1803,733,5,1453,438,5
1965,,,,,,,1779,730,5,1453,438,5
1966,,,,,,,1764,730,6,,,
1967,,,,,,,1755,728,5,1453,438,5
1968,,,,724,640,6,,,,1453,438,5
1969,,,,690,748,6,1245,727,5,1453,438,5
1970,,,,,,,928,727,4,1453,438,5
1971,,,,,,,,,,1453,438,5
1972,,,,,,,755,726,4,1453,438,5
1973,,,,,,,682,726,4,1453,439,5
1974,,,,,,,671,726,4,1452,439,5
1975,,,,725,637,16,696,726,4,1452,439,5
1976,,,,,,,,,,1452,439,5
1977,,,,,,,550,670,4,1452,439,5
1978,,,,751,556,16,477,635,4,1452,439,5
1979,,,,769,501,16,451,615,4,1452,438,5
1980,,,,779,467,16,456,607,4,1452,438,5
1981,,,,785,449,16,475,605,4,,,
1982,,,,787,441,16,500,607,4,1452,439,5
1983,,,,787,441,16,526,612,4,1452,439,5
1984,,,,786,444,16,547,616,4,1452,440,5
1985,,,,785,449,16,565,621,4,1452,440,5
1986,,,,783,455,16,577,625,4,1453,440,5
1987,,,,782,460,16,586,628,4,1453,439,5
1988,,,,780,464,16,591,629,4,,,
1989,,,,780,466,16,594,630,4,1509,437,4
1990,,,,779,468,17,595,631,5,1544,436,4
1991,,,,,,,,,,1564,435,4
1992,,,,779,469,17,595,631,4,1573,435,4
1993,,,,778,469,17,595,631,4,1574,434,4
1994,,,,778,469,17,594,631,5,1572,435,4
1995,,,,778,469,17,593,631,4,1568,435,4
1996,,,,778,469,17,592,631,5,1563,435,4
1997,,,,778,469,17,591,631,4,1558,435,4
1998,,,,778,469,17,591,631,4,1555,435,4
1999,,,,778,469,17,591,631,4,1552,435,4
2000,,,,778,469,17,590,631,4,1550,435,4
