frame,A_x,A_y,A_r,A_score,A_x_smooth,A_y_smooth,M_x,M_y,M_r,M_score,M_x_smooth,M_y_smooth,H_x,H_y,H_r,H_score,H_x_smooth,H_y_smooth,R_x,R_y,R_r,R_score,R_x_smooth,R_y_smooth,X,Y,Z,speed,goal_flag,goal_confidence
152,1398,732,10,,1142.7595,664.0257,497,803,6,,789.6268,714.0540,,,,,,,384,575,5,,987.7098,486.7929,0.0619,-0.4904,0.0000,0.4176,0,
153,1408,749,10,,1145.3586,664.8584,513,801,9,,787.6230,714.6838,,,,,,,380,580,4,,982.6476,487.5693,0.0649,-0.4977,0.0000,0.4737,0,
154,1416,767,10,,1147.9850,665.8496,523,801,9,,785.7199,715.3046,700,668,10,,744.7313,616.6729,375,577,5,,977.6278,488.3081,-0.1364,-0.0126,0.0000,31.5130,0,
155,1423,784,10,,1150.6281,666.9851,507,802,7,,783.7297,715.9236,691,708,9,,744.2048,617.5679,370,570,5,,972.6493,488.9775,-0.1258,-0.0228,0.0000,0.8799,0,
156,1432,784,9,,1153.3065,668.0990,496,802,6,,781.6898,716.5339,685,745,13,,743.6303,618.8045,366,561,6,,967.7192,489.5628,-0.1153,-0.0345,0.0000,0.9464,0,
157,1441,775,9,,1156.0193,669.1070,511,800,6,,779.7842,717.1214,679,781,12,,743.0091,620.3633,361,552,5,,962.8283,490.0661,-0.1049,-0.0474,0.0000,0.9933,0,
158,1450,758,8,,1158.7655,669.9374,522,797,6,,777.9822,717.6798,676,795,13,,742.3713,622.0257,357,544,5,,957.9836,490.4974,-0.0943,-0.0598,0.0000,0.9795,0,
159,1461,740,9,,1161.5627,670.5858,528,799,10,,776.2468,718.2444,673,796,13,,741.7171,623.6662,353,535,4,,953.1841,490.8505,-0.0836,-0.0713,0.0000,0.9407,0,
160,1470,725,9,,1164.3911,671.0848,531,800,9,,774.5560,718.8080,669,785,13,,741.0378,625.1733,,,,,,,-0.0729,-0.0813,0.0000,0.8820,0,
161,1481,711,8,,1167.2681,671.4475,517,798,5,,772.7925,719.3502,663,762,4,,740.3156,626.4396,1052,471,4,,953.9618,490.6942,-0.0621,-0.0894,0.0000,0.8104,0,
162,1491,700,8,,1170.1833,671.7046,508,796,4,,770.9918,719.8715,662,741,13,,739.5974,627.4901,1493,432,4,,958.1714,490.2358,-0.0511,-0.0960,0.0000,0.7670,0,
163,1501,692,9,,1173.1357,671.8858,504,795,4,,769.1884,720.3789,661,724,12,,738.8832,628.3671,1738,412,4,,964.2143,489.6296,-0.0399,-0.1013,0.0000,0.7427,0,
164,1511,685,9,,1176.1243,672.0018,503,794,4,,767.4025,720.8729,661,704,12,,738.1819,629.0482,1847,403,4,,971.0023,488.9635,-0.0285,-0.1052,0.0000,0.7267,0,
165,1522,682,9,,1179.1569,672.0894,502,793,6,,765.6338,721.3535,658,690,13,,737.4663,629.5921,1868,403,4,,977.8470,488.3075,-0.0169,-0.1084,0.0000,0.7205,0,
166,1532,679,10,,1182.2238,672.1495,504,791,4,,763.9017,721.8146,655,682,13,,736.7368,630.0557,1838,407,4,,984.3608,487.6918,-0.0052,-0.1110,0.0000,0.7186,0,
167,1542,679,10,,1185.3240,672.2085,516,796,9,,762.2713,722.3025,,,,,,,1785,412,4,,990.3784,487.1229,0.1380,-0.5726,0.0000,28.9936,0,
168,1552,681,9,,1188.4566,672.2836,519,795,6,,760.6818,722.7775,,,,,,,1727,418,4,,995.8736,486.6072,0.1457,-0.5753,0.0000,0.4915,0,
169,1562,683,10,,1191.6209,672.3744,521,798,7,,759.1259,723.2658,,,,,,,1673,423,4,,1000.8874,486.1362,0.1537,-0.5782,0.0000,0.5128,0,
170,1572,689,10,,1194.8160,672.5141,527,800,10,,757.6288,723.7607,641,681,6,,735.8974,630.5024,1628,427,4,,1005.4969,485.7016,0.0536,-0.1151,0.0000,28.4296,1,1.00
171,1581,695,10,,1198.0329,672.7014,555,767,6,,756.3303,724.0378,,,,,,,1594,431,4,,1009.7910,485.3024,0.1718,-0.5837,0.0000,28.9982,0,
172,1591,702,8,,1201.2792,672.9434,572,746,5,,755.1566,724.1777,631,683,12,,734.9857,630.9587,1570,433,4,,1013.8490,484.9236,0.0813,-0.1195,0.0000,28.3754,0,
173,1601,710,8,,1204.5543,673.2470,,,,,,,625,684,13,,734.0379,631.4158,1554,434,4,,1017.7335,484.5574,0.0930,-0.1233,0.0000,0.7345,0,
174,1609,721,10,,1207.8411,673.6351,559,766,6,,753.9155,724.4423,618,693,11,,733.0466,631.9419,1545,435,4,,1021.4984,484.2035,0.1044,-0.1279,0.0000,0.7413,0,
175,1618,732,9,,1211.1475,674.1056,550,779,6,,752.6334,724.7853,614,699,10,,732.0381,632.5100,,,,,,,0.1159,-0.1331,0.0000,0.7565,0,
176,1627,745,8,,1214.4730,674.6725,547,786,6,,751.3486,725.1678,609,713,12,,731.0046,633.1861,811,505,5,,1020.0060,484.3509,0.1274,-0.1393,0.0000,0.7822,0,
177,1636,758,10,,1217.8171,675.3336,546,792,8,,750.0736,725.5827,604,735,5,,729.9467,634.0342,350,551,5,,1015.2893,484.8201,0.1388,-0.1468,0.0000,0.8218,0,
178,1640,766,10,,1221.1401,676.0472,546,796,7,,748.8143,726.0173,606,751,8,,728.9228,635.0004,95,577,5,,1008.8560,485.4645,0.1503,-0.1552,0.0000,0.8542,0,
179,1640,769,10,,1224.4112,676.7731,545,799,7,,747.5642,726.4649,,,,,,,-15,591,5,,1001.7484,486.1972,0.2599,-0.6162,0.0000,28.4276,0,
180,1638,770,10,,1227.6160,677.4955,535,801,9,,746.2685,726.9192,593,785,6,,727.8091,636.2294,-35,596,5,,994.6008,486.9542,0.1771,-0.1686,0.0000,27.3091,0,
181,1634,773,9,,1230.7409,678.2299,539,800,5,,745.0127,727.3620,,,,,,,-3,598,6,,987.7703,487.7145,0.2788,-0.6280,0.0000,28.2268,0,
182,1639,778,9,,1233.8562,678.9912,533,798,5,,743.7359,727.7874,589,804,5,,726.6810,637.5928,51,595,6,,981.3999,488.4441,0.2027,-0.1829,0.0000,27.0898,0,
183,1641,783,9,,1236.9394,679.7789,530,798,8,,742.4565,728.2077,600,813,5,,725.6598,639.0069,,,,,,,0.2130,-0.1939,0.0000,0.9050,0,
184,1642,785,7,,1239.9838,680.5697,538,797,8,,741.2398,728.6171,,,,,,,847,512,4,,980.4921,488.6032,0.3061,-0.6459,0.0000,27.6899,0,
185,1633,786,6,,1242.9157,681.3562,537,795,6,,740.0316,729.0098,480,768,5,,723.6953,640.0384,1365,457,4,,983.0718,488.3911,0.2331,-0.2070,0.0000,26.7000,0,
186,1636,784,7,,1245.8264,682.1163,540,793,7,,738.8553,729.3861,,,,,,,1668,424,4,,987.6365,487.9620,0.3234,-0.6575,0.0000,27.5706,0,
187,1637,778,8,,1248.7016,682.8210,,,,,,,,,,,,,1817,408,4,,993.1271,487.4326,1.6091,0.5487,0.0000,,0,
188,1637,771,8,,1251.5348,683.4644,666,804,4,,738.4294,729.8223,405,737,5,,721.1670,640.8076,1863,403,4,,998.8481,486.8773,0.2635,-0.2214,0.0000,,0,
189,1635,763,9,,1254.3126,684.0406,,,,,,,,,,,,,1848,404,4,,1004.3963,486.3358,1.6935,0.5481,0.0000,,0,
190,1633,755,9,,1257.0360,684.5509,894,708,5,,739.3336,729.6954,,,,,,,1802,409,4,,1009.5738,485.8338,0.3818,-0.6712,0.0000,,0,
191,1632,749,8,,1259.7133,685.0111,1032,647,6,,741.0248,729.2176,512,765,5,,719.5207,641.7851,1745,414,4,,1014.3170,485.3705,0.2962,-0.2340,0.0000,26.7339,0,
192,1622,749,6,,1262.2818,685.4647,1101,615,5,,743.0931,728.5613,591,783,6,,718.5170,642.8879,1689,420,4,,1018.6405,484.9516,0.3040,-0.2418,0.0000,0.6621,0,
193,1625,749,5,,1264.8353,685.9120,1125,602,5,,745.2748,727.8383,646,793,6,,717.9551,644.0511,1642,425,4,,1022.6097,484.5699,0.3140,-0.2498,0.0000,0.7684,0,
194,1623,759,4,,1267.3390,686.4229,1122,602,5,,747.4147,727.1235,670,798,6,,717.5863,645.2349,1604,429,4,,1026.2882,484.2183,0.3246,-0.2583,0.0000,0.8177,0,
195,1621,766,5,,1269.7942,686.9754,1105,608,6,,749.4343,726.4507,684,800,6,,717.3300,646.4159,1577,431,4,,1029.7507,483.8837,0.3356,-0.2670,0.0000,0.8400,0,
196,1614,771,7,,1272.1672,687.5546,1082,615,6,,751.3022,725.8248,691,802,8,,717.1306,647.5941,1559,433,4,,1033.0575,483.5658,0.3465,-0.2757,0.0000,0.8386,0,
197,,,,,,,1059,623,7,,753.0207,725.2505,,,,,,,1548,434,4,,1036.2549,483.2580,-0.6536,0.3575,0.0000,,0,
198,,,,,,,1037,627,5,,754.5979,724.7048,537,754,5,,715.7768,648.3938,,,,,,,-2.2481,-0.4655,0.0000,,0,
199,,,,,,,1021,631,4,,756.0693,724.1872,436,723,5,,713.6897,648.9504,1484,437,5,,1039.0179,482.9725,-2.2512,-0.4657,0.0000,0.1851,0,
200,,,,,,,1008,634,4,,757.4532,723.6918,376,706,5,,711.1892,649.3728,1446,439,5,,1041.5140,482.7029,-2.2568,-0.4653,0.0000,0.3357,0,
201,,,,,,,1000,636,4,,758.7782,723.2128,347,697,5,,708.5123,649.7229,1426,440,5,,1043.8577,482.4425,-2.2635,-0.4647,0.0000,0.4074,0,
202,1617,769,4,,1274.5282,688.1123,996,638,5,,760.0671,722.7498,,,,,,,1419,440,5,,1046.1306,482.1854,0.5730,-0.6543,0.0000,,0,
203,1618,766,5,,1276.8640,688.6420,994,639,4,,761.3313,722.2972,338,694,5,,705.8088,650.0460,1419,440,5,,1048.3761,481.9313,0.3134,-0.2934,0.0000,26.6731,0,
204,1619,761,4,,1279.1749,689.1307,993,640,4,,762.5765,721.8549,341,695,5,,703.1662,650.3716,1423,440,5,,1050.6187,481.6803,0.3117,-0.2975,0.0000,0.2638,0,
205,1617,758,4,,1281.4415,689.5928,992,639,4,,763.8030,721.4119,,,,,,,1429,440,5,,1052.8703,481.4323,0.6262,-0.6550,0.0000,28.5701,0,
206,,,,,,,993,639,5,,765.0218,720.9737,531,746,7,,701.9281,651.0593,1435,439,5,,1055.1307,481.1813,-2.2653,-0.4602,0.0000,,0,
207,,,,,,,995,638,4,,766.2383,720.5348,656,778,7,,701.6001,651.9657,1440,439,5,,1057.3940,480.9333,-2.2608,-0.4625,0.0000,0.3012,0,
208,1521,685,4,,1283.0380,689.5621,997,637,5,,767.4525,720.0952,730,794,5,,701.8015,652.9727,1445,439,5,,1059.6600,480.6881,0.3242,-0.3127,0.0000,,0,
209,,,,,,,998,635,4,,768.6593,719.6498,,,,,,,1448,439,5,,1061.9172,480.4458,-0.4471,0.3995,0.0000,,0,
210,,,,,,,999,633,4,,769.8586,719.1986,586,759,6,,700.9863,653.7191,1450,439,5,,1064.1598,480.2063,-2.2458,-0.4646,0.0000,,0,
211,,,,,,,1000,631,4,,771.0508,718.7418,484,734,6,,699.4694,654.2803,1451,438,5,,1066.3824,479.9638,-2.2474,-0.4651,0.0000,0.1023,0,
212,,,,,,,1001,628,4,,772.2358,718.2742,,,,,,,1452,438,5,,1068.5853,479.7241,-0.3959,0.4100,0.0000,,0,
213,,,,,,,1001,626,4,,773.4086,717.8011,644,574,17,,699.0843,653.7230,,,,,,,-2.2375,-0.4576,0.0000,,0,
214,1460,639,4,,1284.2095,689.2274,,,,,,,,,,,,,1510,437,4,,1071.0926,479.4814,2.1765,0.5565,0.0000,,0,
215,,,,,,,955,737,6,,774.3349,717.8990,582,628,6,,698.2771,653.5457,1546,436,4,,1073.7749,479.2358,-2.2369,-0.4572,0.0000,,0,
216,,,,,,,926,807,6,,775.1045,718.3512,,,,,,,1566,435,4,,1076.5395,478.9874,-0.3418,0.4133,0.0000,,0,
217,,,,,,,909,846,4,,775.7806,718.9957,,,,,,,1575,435,4,,1079.3234,478.7417,-0.3245,0.4113,0.0000,1.0449,0,
218,,,,,,,,,,,,,,,,,,,1576,435,4,,1082.0819,478.4988,,,,,0,
219,,,,,,,947,748,4,,776.6408,719.1414,,,,,,,1574,435,4,,1084.7990,478.2585,-0.2928,0.4130,0.0000,,0,
220,,,,,,,973,679,4,,777.6223,718.9408,704,518,16,,698.3163,652.6176,1569,435,4,,1087.4587,478.0209,-2.2203,-0.4578,0.0000,,0,
221,,,,,,,991,633,4,,778.6837,718.5133,,,,,,,1564,435,4,,1090.0620,477.7859,-0.2563,0.4185,0.0000,,0,
222,,,,,,,1000,607,4,,779.7790,717.9614,839,642,5,,699.2730,652.5454,1560,435,4,,1092.6153,477.5534,-2.2047,-0.4525,0.0000,,0,
223,,,,,,,1004,594,4,,780.8833,717.3509,,,,,,,1556,435,4,,1095.1194,477.3234,-0.2200,0.4266,0.0000,,0,
224,,,,,,,1004,589,4,,781.9767,716.7219,,,,,,,1553,435,4,,1097.5805,477.0959,-0.2022,0.4309,0.0000,1.0969,0,
225,,,,,,,,,,,,,918,729,6,,700.7504,653.0618,1551,435,4,,1100.0045,476.8709,-0.5962,0.7503,0.0000,30.4335,0,
226,,,,,,,762,647,4,,781.8793,716.3819,,,,,,,1550,435,4,,1102.3975,476.6482,-0.1786,0.4348,0.0000,31.4030,0,
227,,,,,,,610,689,7,,781.0451,716.2490,897,594,16,,702.0671,652.6655,1549,436,4,,1104.7599,476.4332,-2.1844,-0.4446,0.0000,,0,
228,,,,,,,525,714,7,,779.8085,716.2381,872,505,17,,703.1996,651.6814,,,,,,,-2.1850,-0.4396,0.0000,0.3001,0,
229,,,,,,,,,,,,,847,453,16,,704.1516,650.3661,1549,436,4,,1107.0973,476.2205,-0.5438,0.7671,0.0000,,0,
230,1500,650,4,,1285.6287,688.9694,569,778,6,,778.7952,716.5350,826,427,16,,704.9530,648.8971,1549,435,4,,1109.4104,476.0047,0.3529,-0.2893,0.0000,,0,
231,1532,661,5,,1287.2385,688.7867,613,815,6,,778.0022,717.0060,,,,,,,1549,435,4,,1111.6993,475.7912,0.7262,-0.6290,0.0000,30.2806,0,
232,1556,670,5,,1288.9831,688.6647,650,833,6,,777.3928,717.5582,809,418,17,,705.6328,647.3884,1549,434,4,,1113.9645,475.5747,0.3731,-0.2803,0.0000,29.7764,0,
233,1571,677,5,,1290.8020,688.5895,680,839,5,,776.9313,718.1336,,,,,,,1549,434,4,,1116.2064,475.3605,0.7387,-0.6336,0.0000,30.5063,0,
234,1581,683,5,,1292.6616,688.5537,702,837,6,,776.5779,718.6942,767,573,4,,706.0312,646.9056,1549,434,4,,1118.4253,475.1484,0.3935,-0.2773,0.0000,29.7668,0,
235,1586,686,5,,1294.5294,688.5374,717,831,6,,776.2983,719.2213,742,675,4,,706.2631,647.0867,1549,435,4,,1120.6215,474.9436,0.4040,-0.2781,0.0000,0.6318,0,
236,1587,687,5,,1296.3799,688.5277,726,824,5,,776.0633,719.7108,730,735,5,,706.4153,647.6501,1549,435,4,,1122.7955,474.7409,0.4140,-0.2809,0.0000,0.6233,0,
237,1586,688,5,,1298.2009,688.5244,731,818,6,,775.8538,720.1679,726,765,5,,706.5400,648.3973,1549,435,4,,1124.9475,474.5403,0.4237,-0.2846,0.0000,0.6249,0,
238,1585,688,6,,1299.9928,688.5211,733,811,6,,775.6554,720.5883,726,775,6,,706.6631,649.1984,1549,435,4,,1127.0779,474.3416,0.4333,-0.2886,0.0000,0.6224,0,
239,1583,687,6,,1301.7501,688.5116,733,807,6,,775.4589,720.9864,731,773,4,,706.8161,649.9767,1550,435,4,,1129.1920,474.1450,0.4428,-0.2924,0.0000,0.6178,0,
240,1581,686,5,,1303.4733,688.4961,732,803,5,,775.2596,721.3625,736,764,6,,706.9984,650.6892,1550,435,4,,1131.2850,473.9503,0.4524,-0.2959,0.0000,0.6087,0,
241,1580,686,6,,1305.1693,688.4808,731,801,6,,775.0575,721.7261,741,753,6,,707.2096,651.3244,1550,435,4,,1133.3573,473.7575,0.4619,-0.2990,0.0000,0.6016,0,
242,1579,685,6,,1306.8385,688.4596,729,799,6,,774.8482,722.0773,745,742,7,,707.4428,651.8840,1550,434,4,,1135.4093,473.5617,0.4714,-0.3017,0.0000,0.5931,0,
243,1578,684,6,,1308.4814,688.4326,728,798,6,,774.6363,722.4207,747,731,7,,707.6854,652.3692,,,,,,,0.4808,-0.3040,0.0000,0.5821,0,
244,1578,684,6,,1310.1045,688.4059,,,,,,,749,723,7,,707.9372,652.7998,1550,435,4,,1137.4411,473.3727,0.4902,-0.3060,0.0000,0.5754,0,
245,1578,684,5,,1311.7082,688.3795,587,735,8,,773.7913,722.4774,,,,,,,1550,435,4,,1139.4531,473.1856,0.8275,-0.6543,0.0000,29.0889,0,
246,1578,684,6,,1313.2928,688.3535,499,697,10,,772.5593,722.3631,857,687,4,,708.8404,653.0070,1550,435,4,,1141.4455,473.0002,0.5107,-0.3068,0.0000,28.2144,0,
247,1579,684,5,,1314.8645,688.3277,449,676,8,,771.1152,722.1562,,,,,,,1550,435,4,,1143.4187,472.8167,0.8299,-0.6524,0.0000,28.2294,0,
248,,,,,,,427,666,8,,769.5861,721.9067,925,665,4,,710.1421,653.0792,1550,435,4,,1145.3730,472.6349,-2.2014,-0.4749,0.0000,,0,
249,,,,,,,422,664,8,,768.0484,721.6505,962,652,4,,711.6498,653.0727,1550,434,4,,1147.3085,472.4501,-2.2015,-0.4736,0.0000,0.0793,0,
250,1506,655,4,,1315.9885,688.1317,428,666,8,,766.5508,721.4054,978,646,4,,713.2348,653.0306,1550,434,4,,1149.2257,472.2671,0.5461,-0.3058,0.0000,,0,
251,1460,637,4,,1316.8305,687.8328,439,671,8,,765.1144,721.1844,,,,,,,1549,434,4,,1151.1199,472.0858,0.8097,-0.6451,0.0000,25.7788,0,
252,1435,627,4,,1317.5173,687.4792,452,678,9,,763.7474,720.9959,,,,,,,1549,434,4,,1152.9962,471.9062,0.8063,-0.6424,0.0000,0.2609,0,
253,1423,623,4,,1318.1268,687.1066,435,698,16,,762.3184,720.8959,982,645,4,,714.8246,652.9831,1549,434,4,,1154.8550,471.7282,0.5648,-0.3004,0.0000,25.1190,0,
254,1421,622,4,,1318.7179,686.7325,473,750,7,,761.0662,721.0219,,,,,,,1549,434,4,,1156.6963,471.5520,0.7989,-0.6388,0.0000,24.6873,0,
255,1424,624,4,,1319.3193,686.3742,500,782,7,,759.9412,721.2846,977,646,5,,716.3664,652.9421,1549,434,4,,1158.5206,471.3774,0.5784,-0.2966,0.0000,24.4246,0,
256,1430,626,4,,1319.9480,686.0312,516,801,7,,758.8944,721.6267,969,648,4,,717.8433,652.9132,1549,434,4,,1160.3279,471.2044,0.5890,-0.2947,0.0000,0.6415,0,
257,,,,,,,526,808,6,,757.8994,721.9957,959,651,4,,719.2450,652.9021,1549,434,4,,1162.1186,471.0329,-2.2143,-0.4745,0.0000,,0,
258,1436,628,4,,1320.6035,685.7035,530,810,6,,756.9298,722.3701,951,653,4,,720.5842,652.9026,,,,,,,0.6059,-0.2930,0.0000,,0,
259,1442,630,4,,1321.2853,685.3906,532,807,7,,755.9769,722.7287,943,655,4,,721.8621,652.9147,1492,437,5,,1163.6315,470.8769,0.6157,-0.2915,0.0000,0.5948,0,
260,1446,632,4,,1321.9818,685.0924,531,805,7,,755.0278,723.0757,937,657,4,,723.0911,652.9380,1456,438,5,,1164.9662,470.7268,0.6254,-0.2902,0.0000,0.5835,0,
261,1450,634,4,,1322.6929,684.8087,558,781,7,,754.2002,723.3191,934,658,4,,724.2891,652.9668,1436,439,6,,1166.1979,470.5826,0.6349,-0.2889,0.0000,0.5778,0,
262,1452,635,4,,1323.4071,684.5336,574,765,6,,753.4464,723.4934,932,659,4,,725.4623,653.0008,1428,440,6,,1167.3823,470.4442,0.6443,-0.2877,0.0000,0.5708,0,
263,,,,,,,583,754,7,,752.7363,723.6205,930,659,4,,726.6111,653.0345,1426,440,6,,1168.5469,470.3071,-2.2033,-0.4833,0.0000,,0,
264,1527,654,6,,1324.5254,684.3658,568,772,9,,751.9699,723.8212,,,,,,,1429,439,6,,1169.7146,470.1668,0.7825,-0.6409,0.0000,,0,
265,1567,669,4,,1325.8500,684.2819,577,761,8,,751.2471,723.9748,823,686,6,,727.1494,653.2187,1433,439,6,,1170.8898,470.0277,0.6650,-0.2875,0.0000,22.3467,1,1.00
266,1592,669,7,,1327.2961,684.1989,582,755,9,,750.5507,724.1024,758,700,6,,727.3207,653.4785,1438,439,6,,1172.0766,469.8898,0.6731,-0.2884,0.0000,0.4881,0,
267,1601,664,7,,1328.7752,684.0897,584,750,5,,749.8683,724.2086,726,703,6,,727.3134,653.7520,1443,439,6,,1173.2752,469.7532,0.6804,-0.2892,0.0000,0.4443,0,
268,1600,656,7,,1330.2330,683.9387,584,747,5,,749.1914,724.3016,715,699,9,,727.2458,654.0005,1446,439,6,,1174.4763,469.6177,0.6874,-0.2897,0.0000,0.4181,0,
269,1594,644,7,,1331.6431,683.7252,584,746,6,,748.5200,724.3898,718,690,6,,727.1953,654.1972,1449,439,5,,1175.6801,469.4834,0.6942,-0.2896,0.0000,0.4079,0,
270,1585,632,7,,1332.9904,683.4501,561,769,5,,747.7610,724.5703,729,677,7,,727.2051,654.3211,1450,439,5,,1176.8778,469.3504,0.7010,-0.2889,0.0000,0.4096,0,
271,1576,618,7,,1334.2759,683.1039,536,784,9,,746.9073,724.8099,743,661,7,,727.2905,654.3572,1451,439,5,,1178.0693,469.2184,0.7078,-0.2873,0.0000,0.4217,0,
272,1569,604,7,,1335.5109,682.6877,554,771,6,,746.1327,724.9954,755,644,7,,727.4394,654.3015,1452,438,5,,1179.2549,469.0833,0.7148,-0.2849,0.0000,0.4386,0,
273,1564,589,8,,1336.7069,682.1973,567,759,5,,745.4163,725.1314,766,626,7,,727.6455,654.1502,,,,,,,0.7218,-0.2817,0.0000,0.4626,0,
274,1561,575,8,,1337.8748,681.6392,,,,,,,774,607,9,,727.8920,653.8995,761,453,4,,1177.4525,469.0140,0.7288,-0.2777,0.0000,0.4888,0,
275,1559,563,8,,1339.0202,681.0246,523,719,10,,744.5304,725.1070,780,586,9,,728.1677,653.5403,327,459,4,,1173.8033,468.9710,0.7359,-0.2728,0.0000,0.5168,0,
276,1559,552,9,,1340.1538,680.3597,494,696,10,,743.5364,724.9915,785,566,9,,728.4667,653.0797,85,461,4,,1169.1512,468.9370,0.7431,-0.2672,0.0000,0.5466,0,
277,1559,543,9,,1341.2758,679.6555,478,683,10,,742.4871,724.8255,787,547,9,,728.7731,652.5245,-20,459,4,,1164.0921,468.8947,0.7502,-0.2609,0.0000,0.5713,0,
278,1559,536,9,,1342.3864,678.9227,471,678,10,,741.4184,724.6412,789,529,9,,729.0867,651.8813,-40,456,5,,1158.9911,468.8401,0.7574,-0.2540,0.0000,0.5941,0,
279,1560,531,9,,1343.4907,678.1720,469,677,10,,740.3503,724.4544,790,513,9,,729.4022,651.1619,-12,453,5,,1154.0513,468.7733,0.7645,-0.2467,0.0000,0.6131,0,
280,1561,527,9,,1344.5890,677.4087,470,679,10,,739.2945,724.2769,792,501,10,,729.7248,650.3880,38,450,4,,1149.3629,468.6944,0.7716,-0.2390,0.0000,0.6280,0,
281,1561,525,9,,1345.6762,676.6431,474,682,10,,738.2624,724.1124,793,490,11,,730.0492,649.5658,95,449,4,,1144.9523,468.6120,0.7786,-0.2310,0.0000,0.6374,0,
282,1561,525,9,,1346.7526,675.8850,477,686,11,,737.2500,723.9647,794,482,11,,730.3754,648.7110,148,448,4,,1140.7992,468.5261,0.7856,-0.2230,0.0000,0.6412,0,
283,1562,526,9,,1347.8232,675.1395,481,689,10,,736.2608,723.8298,796,476,12,,730.7084,647.8346,192,448,5,,1136.8631,468.4410,0.7927,-0.2149,0.0000,0.6435,0,
284,1562,528,9,,1348.8832,674.4113,481,689,9,,735.2792,723.6958,796,474,11,,731.0381,646.9568,225,450,4,,1133.0958,468.3648,0.7996,-0.2068,0.0000,0.6371,0,
285,1563,532,9,,1349.9377,673.7099,482,690,9,,734.3089,723.5667,797,472,12,,731.3695,646.0779,249,452,5,,1129.4583,468.2975,0.8065,-0.1989,0.0000,0.6306,0,
286,1563,536,8,,1350.9819,673.0350,484,692,10,,733.3537,723.4463,799,472,13,,731.7076,645.2077,263,455,4,,1125.9080,468.2430,0.8134,-0.1912,0.0000,0.6220,0,
287,1566,543,4,,1352.0305,672.4009,485,692,9,,732.4096,723.3267,801,473,15,,732.0522,644.3512,272,459,4,,1122.4234,468.2053,0.8204,-0.1838,0.0000,0.6121,0,
288,1565,549,8,,1353.0641,671.8020,487,693,9,,731.4802,723.2119,803,484,5,,732.4034,643.5575,281,454,5,,1119.0037,468.1475,0.8273,-0.1768,0.0000,0.5892,0,
289,1564,556,7,,1354.0828,671.2427,,,,,,,802,488,13,,732.7461,642.7914,290,443,5,,1115.6480,468.0457,0.8341,-0.1702,0.0000,0.5700,0,
290,,,,,,,766,591,4,,731.6105,722.7131,802,493,13,,733.0855,642.0573,300,428,5,,1112.3598,467.8843,-2.2765,-0.4239,0.0000,,0,
291,1520,536,7,,1354.8803,670.5926,939,522,4,,732.3900,721.9587,802,503,11,,733.4216,641.3792,310,412,5,,1109.1381,467.6599,0.8415,-0.1599,0.0000,,0,
292,1469,510,8,,1355.4262,669.8244,1033,478,4,,733.5156,721.0451,803,513,13,,733.7593,640.7561,320,396,4,,1105.9822,467.3733,0.8459,-0.1529,0.0000,0.4945,0,
293,1416,481,9,,1355.7146,668.9255,1071,452,4,,734.7747,720.0414,784,492,9,,734.0019,640.0377,329,382,4,,1102.8873,467.0333,0.8486,-0.1448,0.0000,0.5107,0,
294,1364,453,8,,1355.7538,667.9024,1074,439,4,,736.0355,718.9968,772,478,9,,734.1846,639.2588,340,369,5,,1099.8605,466.6443,0.8497,-0.1358,0.0000,0.5447,0,
295,1320,425,12,,1355.5852,666.7569,1057,432,4,,737.2240,717.9341,765,469,10,,734.3320,638.4444,350,358,4,,1096.8973,466.2150,0.8496,-0.1260,0.0000,0.5880,0,
296,1278,403,11,,1355.2211,665.5189,1030,430,4,,738.3042,716.8718,,,,,,,359,348,4,,1093.9927,465.7497,0.8676,-0.5120,0.0000,23.1821,0,
297,1241,386,11,,1354.6875,664.2130,1002,430,4,,739.2735,715.8173,850,402,9,,734.8826,637.3187,370,338,4,,1091.1541,465.2488,0.8479,-0.1077,0.0000,24.2867,0,
298,1207,372,10,,1354.0007,662.8542,974,430,4,,740.1331,714.7706,917,349,10,,735.7456,635.9526,381,329,4,,1088.3806,464.7167,0.8487,-0.0940,0.0000,0.8192,0,
299,1175,360,10,,1353.1722,661.4524,952,431,5,,740.9062,713.7351,969,309,8,,736.8456,634.4108,391,322,4,,1085.6676,464.1614,0.8501,-0.0793,0.0000,0.8868,0,
300,1145,352,10,,1352.2131,660.0267,933,431,4,,741.6046,712.7071,1008,281,9,,738.1183,632.7519,402,315,4,,1083.0182,463.5834,0.8517,-0.0639,0.0000,0.9302,0,
301,1118,345,9,,1351.1390,658.5820,918,429,4,,742.2436,711.6794,1034,264,8,,739.5006,631.0292,414,309,6,,1080.4356,462.9867,0.8532,-0.0481,0.0000,0.9547,0,
302,1093,339,8,,1349.9605,657.1230,907,427,4,,742.8383,710.6519,,,,,,,425,305,5,,1077.9152,462.3792,0.8640,-0.4389,0.0000,23.4581,0,
303,1069,335,8,,1348.6837,655.6592,897,425,5,,743.3927,709.6245,686,500,5,,739.2518,630.4199,437,302,6,,1075.4601,461.7648,0.8397,-0.0304,0.0000,24.5521,0,
304,1046,332,7,,1347.3144,654.1950,891,423,5,,743.9217,708.5974,460,654,4,,737.9593,630.5290,448,298,6,,1073.0656,461.1399,0.8264,-0.0236,0.0000,0.8961,0,
