frame,A_x,A_y,A_r,A_score,A_x_smooth,A_y_smooth,M_x,M_y,M_r,M_score,M_x_smooth,M_y_smooth,H_x,H_y,H_r,H_score,H_x_smooth,H_y_smooth,R_x,R_y,R_r,R_score,R_x_smooth,R_y_smooth,X,Y,Z,speed,goal_flag,goal_confidence
1733,,,,,,,553,653,5,,982.1097,656.3256,-120,381,4,,775.5486,523.3081,528,561,7,,1169.2548,480.6062,-0.8117,0.5018,0.0000,33.0346,0,
1734,800,536,4,,1063.3459,582.8200,550,655,5,,981.8410,656.3248,-114,379,4,,774.9021,523.2032,534,587,10,,1168.8587,480.6725,-0.4088,0.8699,0.0000,32.7443,0,
1735,,,,,,,555,653,5,,981.5757,656.3227,-81,377,4,,774.2806,523.0971,543,615,9,,1168.4688,480.7562,-0.8207,0.5029,0.0000,33.1027,0,
1736,,,,,,,561,650,5,,981.3145,656.3188,-36,376,4,,773.6926,522.9903,549,650,9,,1168.0831,480.8616,-0.8250,0.5035,0.0000,0.2569,0,
1737,,,,,,,569,645,5,,981.0585,656.3118,9,375,4,,773.1381,522.8830,554,685,10,,1167.7010,480.9886,-0.8290,0.5040,0.0000,0.2456,0,
1738,,,,,,,576,641,5,,980.8073,656.3023,49,374,4,,772.6134,522.7751,557,726,8,,1167.3212,481.1409,-0.8329,0.5046,0.0000,0.2354,0,
1739,,,,,,,582,637,5,,980.5600,656.2903,81,373,4,,772.1126,522.6667,565,768,12,,1166.9469,481.3192,-0.8366,0.5052,0.0000,0.2273,0,
1740,,,,,,,586,634,5,,980.3156,656.2765,104,373,4,,771.6292,522.5584,574,814,7,,1166.5786,481.5259,-0.8403,0.5058,0.0000,0.2214,0,
1741,,,,,,,589,632,5,,980.0733,656.2615,120,372,4,,771.1580,522.4495,,,,,,,-0.8438,0.5064,0.0000,0.2173,0,
1742,,,,,,,591,631,5,,979.8325,656.2458,129,372,4,,770.6941,522.3408,1097,628,5,,1166.5354,481.6168,-0.8474,0.5071,0.0000,0.2147,0,
1743,,,,,,,592,630,5,,979.5927,656.2296,,,,,,,1424,504,5,,1166.6951,481.6307,1.1314,0.7107,0.0000,,0,
1744,,,,,,,593,630,5,,979.3538,656.2134,134,372,4,,770.2344,522.2323,1604,429,5,,1166.9662,481.5980,-0.8521,0.5078,0.0000,,0,
1745,,,,,,,,,,,,,136,372,4,,769.7768,522.1239,1682,389,5,,1167.2853,481.5407,0.0853,1.3817,0.0000,,0,
1746,,,,,,,349,691,16,,978.9644,656.2349,136,372,4,,769.3199,522.0156,1694,374,5,,1167.6114,481.4741,-0.8586,0.5087,0.0000,,0,
1747,,,,,,,159,713,15,,978.4583,656.2699,135,372,4,,768.8629,521.9076,1670,374,5,,1167.9223,481.4076,-0.8634,0.5091,0.0000,0.2898,0,
1748,,,,,,,,,,,,,134,372,4,,768.4058,521.7996,1629,383,5,,1168.2074,481.3467,0.0831,1.3843,0.0000,,0,
1749,,,,,,,331,679,5,,978.0589,656.2840,132,372,4,,767.9480,521.6919,1585,394,5,,1168.4650,481.2927,-0.8700,0.5101,0.0000,,0,
1750,,,,,,,457,655,5,,977.7376,656.2832,132,372,4,,767.4908,521.5843,1544,407,5,,1168.6970,481.2468,-0.8739,0.5107,0.0000,0.2358,0,
1751,,,,,,,542,639,5,,977.4692,656.2725,131,372,4,,767.0336,521.4768,1510,417,5,,1168.9077,481.2072,-0.8775,0.5113,0.0000,0.2205,0,
1752,,,,,,,594,629,5,,977.2331,656.2557,131,372,4,,766.5770,521.3695,1484,426,5,,1169.1020,481.1731,-0.8809,0.5119,0.0000,0.2111,0,
1753,,,,,,,622,624,5,,977.0145,656.2359,130,373,4,,766.1204,521.2631,1466,432,5,,1169.2851,481.1428,-0.8843,0.5125,0.0000,0.2061,0,
1754,,,,,,,633,622,5,,976.8029,656.2148,130,373,4,,765.6644,521.1568,1455,436,5,,1169.4611,481.1150,-0.8877,0.5131,0.0000,0.2039,0,
1755,,,,,,,634,622,5,,976.5922,656.1938,130,373,4,,765.2091,521.0507,1448,438,5,,1169.6326,481.0885,-0.8910,0.5138,0.0000,0.2034,0,
1756,,,,,,,629,623,5,,976.3787,656.1734,129,373,4,,764.7537,520.9447,,,,,,,-0.8943,0.5144,0.0000,0.2042,0,
1757,,,,,,,621,625,5,,976.1606,656.1543,129,373,4,,764.2989,520.8389,985,577,14,,1169.5190,481.1475,-0.8977,0.5150,0.0000,0.2053,0,
1758,,,,,,,614,626,5,,975.9384,656.1358,,,,,,,704,670,9,,1169.2327,481.2636,1.1259,0.7130,0.0000,,0,
1759,,,,,,,607,628,5,,975.7122,656.1185,129,373,4,,763.8448,520.7332,553,728,13,,1168.8540,481.4153,-0.9022,0.5157,0.0000,,0,
1760,,,,,,,600,629,5,,975.4820,656.1019,129,373,4,,763.3914,520.6277,501,765,7,,1168.4438,481.5894,-0.9056,0.5164,0.0000,0.2083,0,
1761,,,,,,,596,630,5,,975.2496,656.0859,129,373,4,,762.9386,520.5223,501,789,13,,1168.0340,481.7782,-0.9091,0.5170,0.0000,0.2088,0,
1762,,,,,,,593,630,5,,975.0157,656.0699,129,373,4,,762.4864,520.4171,526,809,6,,1167.6402,481.9789,-0.9125,0.5176,0.0000,0.2090,0,
1763,,,,,,,,,,,,,129,373,4,,762.0349,520.3120,580,829,11,,1167.2799,482.1917,0.0466,1.3875,0.0000,,0,
1764,,,,,,,592,630,5,,974.7814,656.0540,129,373,4,,761.5841,520.2071,,,,,,,-0.9182,0.5187,0.0000,,0,
1765,,,,,,,591,631,5,,974.5468,656.0387,129,372,4,,761.1338,520.1016,1048,632,5,,1167.2068,482.2834,-0.9216,0.5193,0.0000,0.2086,0,
1766,,,,,,,590,631,5,,974.3119,656.0234,129,372,4,,760.6843,519.9963,1352,501,5,,1167.3200,482.2949,-0.9250,0.5199,0.0000,0.2085,0,
1767,,,,,,,590,631,5,,974.0773,656.0081,129,372,4,,760.2353,519.8911,1529,423,5,,1167.5413,482.2586,-0.9284,0.5205,0.0000,0.2082,0,
1768,,,,,,,590,631,5,,973.8430,655.9929,129,372,4,,759.7870,519.7861,1614,383,5,,1167.8143,482.1979,-0.9318,0.5211,0.0000,0.2079,0,
1769,,,,,,,591,631,5,,973.6096,655.9776,130,372,4,,759.3401,519.6812,1640,369,5,,1168.1030,482.1287,-0.9353,0.5217,0.0000,0.2073,0,
1770,,,,,,,591,631,5,,973.3764,655.9624,130,372,4,,758.8937,519.5765,1629,370,5,,1168.3845,482.0602,-0.9386,0.5223,0.0000,0.2070,0,
1771,,,,,,,591,631,5,,973.1435,655.9472,130,372,4,,758.4480,519.4719,1601,379,5,,1168.6486,481.9973,-0.9420,0.5229,0.0000,0.2067,0,
1772,,,,,,,591,631,5,,972.9110,655.9320,130,372,4,,758.0030,519.3674,1567,392,5,,1168.8916,481.9424,-0.9454,0.5235,0.0000,0.2064,0,
1773,,,,,,,591,630,5,,972.6787,655.9162,,,,,,,1534,405,5,,1169.1143,481.8955,1.1090,0.7109,0.0000,,0,
1774,,,,,,,590,630,5,,972.4460,655.9005,130,372,4,,757.5585,519.2632,1505,416,5,,1169.3189,481.8553,-0.9500,0.5242,0.0000,,0,
1775,,,,,,,590,630,5,,972.2137,655.8848,130,372,4,,757.1147,519.1590,1483,426,5,,1169.5100,481.8213,-0.9534,0.5248,0.0000,0.2060,0,
1776,,,,,,,591,630,5,,971.9822,655.8690,130,372,4,,756.6716,519.0550,1468,432,5,,1169.6916,481.7910,-0.9567,0.5254,0.0000,0.2055,0,
1777,,,,,,,591,630,5,,971.7511,655.8533,130,372,4,,756.2290,518.9512,1458,436,6,,1169.8670,481.7631,-0.9601,0.5260,0.0000,0.2053,0,
1778,,,,,,,,,,,,,130,372,4,,755.7871,518.8475,1451,439,5,,1170.0379,481.7372,0.0291,1.3971,0.0000,,0,
1779,,,,,,,641,674,4,,971.5505,655.8643,130,373,4,,755.3458,518.7446,,,,,,,-0.9655,0.5270,0.0000,,0,
1780,,,,,,,,,,,,,130,373,4,,754.9051,518.6419,1447,441,5,,1170.2062,481.7124,0.0256,1.3982,0.0000,,0,
1781,,,,,,,1249,665,4,,971.7186,655.8699,129,373,4,,754.4643,518.5393,1446,442,5,,1170.3736,481.6883,-0.9691,0.5280,0.0000,,0,
1782,,,,,,,1628,659,35,,972.1161,655.8718,129,373,4,,754.0242,518.4369,1446,442,5,,1170.5409,481.6642,-0.9693,0.5285,0.0000,0.0327,0,
1783,,,,,,,1918,750,9,,972.6887,655.9288,129,373,4,,753.5847,518.3347,1447,442,5,,1170.7085,481.6402,-0.9686,0.5287,0.0000,0.0422,0,
1784,,,,,,,2059,806,9,,973.3458,656.0195,129,373,4,,753.1458,518.2325,1448,441,5,,1170.8765,481.6155,-0.9675,0.5287,0.0000,0.0656,0,
1785,,,,,,,2102,837,9,,974.0282,656.1290,129,373,4,,752.7075,518.1305,1449,441,5,,1171.0450,481.5909,-0.9663,0.5287,0.0000,0.0733,0,
1786,,,,,,,2086,850,8,,974.7001,656.2461,129,373,4,,752.2698,518.0287,1450,440,5,,1171.2139,481.5658,-0.9652,0.5286,0.0000,0.0704,0,
1787,,,,,,,2040,852,9,,975.3433,656.3643,129,373,4,,751.8328,517.9270,1450,440,5,,1171.3825,481.5406,-0.9641,0.5285,0.0000,0.0621,0,
1788,,,,,,,1984,847,9,,975.9521,656.4793,,,,,,,1451,440,5,,1171.5516,481.5155,1.1375,0.7100,0.0000,,0,
1789,,,,,,,1930,840,9,,976.5275,656.5900,129,373,4,,751.3963,517.8254,1451,440,5,,1171.7204,481.4904,-0.9604,0.5279,0.0000,,0,
1790,,,,,,,1849,824,7,,977.0533,656.6909,129,373,4,,750.9605,517.7240,1451,439,5,,1171.8890,481.4648,-0.9599,0.5279,0.0000,0.0270,0,
1791,,,,,,,1763,805,8,,977.5268,656.7803,129,372,4,,750.5252,517.6221,1452,439,5,,1172.0581,481.4391,-0.9597,0.5280,0.0000,0.0121,0,
1792,,,,,,,1706,793,12,,977.9654,656.8623,129,372,4,,750.0906,517.5202,1452,439,5,,1172.2269,481.4135,-0.9597,0.5281,0.0000,0.0061,0,
1793,,,,,,,1673,785,12,,978.3835,656.9394,129,372,4,,749.6566,517.4185,1452,439,5,,1172.3956,481.3880,-0.9598,0.5282,0.0000,0.0088,0,
1794,,,,,,,1657,781,12,,978.7916,657.0140,129,372,4,,749.2232,517.3170,,,,,,,-0.9599,0.5283,0.0000,0.0111,0,
1795,,,,,,,1653,779,12,,979.1967,657.0873,130,372,4,,748.7911,517.2156,1452,439,5,,1172.5640,481.3624,-0.9601,0.5285,0.0000,0.0117,0,
1796,,,,,,,1655,779,12,,979.6026,657.1605,130,372,4,,748.3596,517.1143,1452,439,5,,1172.7322,481.3369,-0.9602,0.5286,0.0000,0.0114,0,
1797,,,,,,,1659,779,12,,980.0104,657.2336,130,372,4,,747.9287,517.0132,1452,439,5,,1172.9002,481.3115,-0.9603,0.5288,0.0000,0.0109,0,
1798,,,,,,,1665,780,12,,980.4213,657.3073,130,372,4,,747.4984,516.9122,1452,438,6,,1173.0681,481.2854,-0.9604,0.5289,0.0000,0.0100,0,
1799,,,,,,,1671,781,12,,980.8353,657.3814,130,372,4,,747.0687,516.8114,1453,438,6,,1173.2363,481.2594,-0.9605,0.5290,0.0000,0.0093,0,
1800,,,,,,,1676,782,12,,981.2518,657.4561,130,373,4,,746.6396,516.7114,1453,438,6,,1173.4043,481.2334,-0.9605,0.5292,0.0000,0.0085,0,
1801,,,,,,,1663,780,17,,981.6600,657.5295,130,373,4,,746.2111,516.6115,1453,439,5,,1173.5721,481.2081,-0.9606,0.5293,0.0000,0.0100,0,
1802,,,,,,,1680,817,6,,982.0779,657.6249,130,373,4,,745.7832,516.5118,1453,439,5,,1173.7397,481.1827,-0.9607,0.5293,0.0000,0.0033,0,
1803,,,,,,,,,,,,,,,,,,,1453,440,5,,1173.9072,481.1581,,,,,0,
1804,,,,,,,933,767,6,,982.0486,657.6903,130,373,4,,745.3559,516.4122,1453,440,5,,1174.0744,481.1334,-0.9630,0.5295,0.0000,,0,
1805,,,,,,,443,745,8,,981.7264,657.7425,130,373,4,,744.9292,516.3127,1453,440,5,,1174.2414,481.1088,-0.9667,0.5297,0.0000,0.2251,0,
1806,,,,,,,190,721,8,,981.2535,657.7803,130,373,4,,744.5030,516.2134,1453,440,5,,1174.4082,481.0842,-0.9712,0.5300,0.0000,0.2704,0,
1807,,,,,,,83,708,5,,980.7172,657.8103,129,373,4,,744.0768,516.1143,1453,440,5,,1174.5748,481.0596,-0.9760,0.5304,0.0000,0.2895,0,
1808,,,,,,,48,714,4,,980.1607,657.8438,129,373,4,,743.6512,516.0152,1452,440,4,,1174.7407,481.0351,-0.9809,0.5307,0.0000,0.2953,0,
1809,,,,,,,57,720,12,,979.6102,657.8809,129,373,4,,743.2261,515.9163,,,,,,,-0.9858,0.5310,0.0000,0.2933,0,
1810,,,,,,,53,737,5,,979.0580,657.9280,129,373,4,,742.8016,515.8176,1452,439,5,,1174.9063,481.0099,-0.9907,0.5313,0.0000,0.2934,0,
1811,,,,,,,77,741,41,,978.5208,657.9775,129,373,4,,742.3777,515.7189,1452,439,5,,1175.0717,480.9849,-0.9955,0.5315,0.0000,0.2887,0,
1812,,,,,,,196,729,6,,978.0550,658.0198,129,372,4,,741.9545,515.6198,1451,439,5,,1175.2363,480.9598,-1.0000,0.5318,0.0000,0.2672,0,
1813,,,,,,,287,721,6,,977.6439,658.0572,129,372,4,,741.5317,515.5207,1451,439,5,,1175.4008,480.9348,-1.0041,0.5321,0.0000,0.2509,0,
1814,,,,,,,352,716,5,,977.2720,658.0917,129,372,4,,741.1096,515.4218,1451,439,5,,1175.5650,480.9098,-1.0081,0.5324,0.0000,0.2390,0,
1815,,,,,,,395,714,6,,976.9260,658.1249,129,372,4,,740.6881,515.3230,1451,440,5,,1175.7290,480.8854,-1.0119,0.5328,0.0000,0.2311,0,
1816,,,,,,,420,714,5,,976.5953,658.1581,130,372,4,,740.2678,515.2244,1451,440,5,,1175.8929,480.8611,-1.0157,0.5331,0.0000,0.2262,0,
1817,,,,,,,413,726,6,,976.2609,658.1983,130,372,4,,739.8481,515.1259,1451,440,5,,1176.0565,480.8368,-1.0195,0.5334,0.0000,0.2269,0,
1818,,,,,,,423,722,7,,975.9327,658.2362,,,,,,,1451,440,5,,1176.2200,480.8125,1.1608,0.7048,0.0000,,0,
1819,,,,,,,426,720,7,,975.6067,658.2728,130,372,4,,739.4290,515.0275,1451,440,5,,1176.3833,480.7883,-1.0248,0.5335,0.0000,,0,
1820,,,,,,,427,719,6,,975.2817,658.3088,130,372,4,,739.0104,514.9293,1452,440,5,,1176.5469,480.7641,-1.0285,0.5338,0.0000,0.2239,0,
1821,,,,,,,,,,,,,130,372,4,,738.5924,514.8312,1452,440,5,,1176.7104,480.7399,-0.0235,1.4221,0.0000,,0,
1822,,,,,,,589,722,4,,975.0530,658.3465,130,373,4,,738.1750,514.7339,1452,440,5,,1176.8737,480.7157,-1.0339,0.5346,0.0000,,0,
1823,,,,,,,686,724,4,,974.8820,658.3853,130,373,4,,737.7582,514.6368,1452,440,5,,1177.0368,480.6916,-1.0368,0.5349,0.0000,0.1772,0,
1824,,,,,,,,,,,,,130,373,4,,737.3419,514.5398,,,,,,,,,,,0,
1825,,,,,,,771,770,9,,974.7614,658.4513,130,373,4,,736.9263,514.4429,1452,440,5,,1177.1996,480.6675,-1.0416,0.5355,0.0000,,0,
1826,,,,,,,812,798,12,,974.6653,658.5338,130,373,4,,736.5111,514.3462,1451,440,5,,1177.3617,480.6434,-1.0441,0.5356,0.0000,0.1534,0,
1827,,,,,,,824,811,10,,974.5763,658.6238,130,373,4,,736.0966,514.2495,1451,439,5,,1177.5237,480.6187,-1.0466,0.5356,0.0000,0.1511,0,
1828,,,,,,,819,817,9,,974.4844,658.7173,129,373,4,,735.6819,514.1531,1451,439,5,,1177.6854,480.5941,-1.0492,0.5356,0.0000,0.1520,0,
1829,,,,,,,805,818,9,,974.3844,658.8113,129,373,4,,735.2678,514.0567,1451,439,5,,1177.8469,480.5695,-1.0517,0.5357,0.0000,0.1542,0,
1830,,,,,,,786,816,7,,974.2734,658.9040,129,373,4,,734.8543,513.9605,1451,439,5,,1178.0082,480.5450,-1.0544,0.5357,0.0000,0.1574,0,
1831,,,,,,,,,,,,,129,373,4,,734.4413,513.8644,1451,439,5,,1178.1694,480.5205,-0.0369,1.4281,0.0000,,0,
1832,,,,,,,1334,720,5,,974.4853,658.9400,129,373,4,,734.0289,513.7685,1451,439,5,,1178.3303,480.4960,-1.0574,0.5365,0.0000,,0,
1833,,,,,,,1661,662,29,,974.8896,658.9418,,,,,,,1451,439,5,,1178.4911,480.4715,1.1669,0.7029,0.0000,,0,
1834,,,,,,,1891,676,4,,975.4288,658.9518,129,372,4,,733.6170,513.6720,1451,439,5,,1178.6517,480.4471,-1.0548,0.5369,0.0000,,0,
1835,,,,,,,1999,690,4,,976.0309,658.9701,129,373,4,,733.2057,513.5763,1451,439,5,,1178.8121,480.4227,-1.0538,0.5373,0.0000,0.0618,0,
1836,,,,,,,2026,703,4,,976.6482,658.9960,130,373,4,,732.7957,513.4807,1452,439,5,,1178.9729,480.3983,-1.0528,0.5376,0.0000,0.0656,0,
1837,,,,,,,2008,715,7,,977.2541,659.0289,131,374,4,,732.3869,513.3860,1452,439,5,,1179.1335,480.3739,-1.0518,0.5379,0.0000,0.0620,0,
1838,,,,,,,1966,721,4,,977.8347,659.0653,132,374,4,,731.9793,513.2913,1453,440,5,,1179.2945,480.3502,-1.0509,0.5382,0.0000,0.0548,0,
1839,,,,,,,1918,727,7,,978.3864,659.1051,132,374,4,,731.5723,513.1968,,,,,,,-1.0502,0.5385,0.0000,0.0464,0,
1840,,,,,,,1872,731,7,,978.9105,659.1473,132,375,5,,731.1658,513.1031,1453,440,5,,1179.4553,480.3265,-1.0496,0.5387,0.0000,0.0385,0,
1841,,,,,,,1833,734,7,,979.4111,659.1912,133,375,4,,730.7605,513.0096,1453,440,5,,1179.6159,480.3028,-1.0491,0.5390,0.0000,0.0322,0,
1842,,,,,,,1803,735,7,,979.8936,659.2356,133,376,5,,730.3558,512.9168,1453,440,5,,1179.7763,480.2792,-1.0488,0.5392,0.0000,0.0275,0,
1843,,,,,,,1781,735,7,,980.3626,659.2799,134,377,4,,729.9524,512.8249,1453,440,5,,1179.9366,480.2555,-1.0484,0.5395,0.0000,0.0243,0,
1844,,,,,,,1767,734,7,,980.8229,659.3237,135,379,4,,729.5501,512.7344,1453,440,5,,1180.0966,480.2319,-1.0481,0.5397,0.0000,0.0223,0,
1845,,,,,,,1758,733,7,,981.2774,659.3667,,,,,,,1453,440,5,,1180.2565,480.2084,1.2077,0.7021,0.0000,,0,
1846,,,,,,,1754,732,7,,981.7290,659.4092,287,574,5,,729.2511,512.7758,1453,440,5,,1180.4162,480.1848,-1.0451,0.5391,0.0000,,0,
1847,,,,,,,1752,731,7,,982.1789,659.4510,383,696,5,,729.0173,512.8995,1453,440,5,,1180.5757,480.1613,-1.0440,0.5382,0.0000,0.0817,0,
1848,,,,,,,,,,,,,436,764,5,,728.8196,513.0689,,,,,,,,,,,0,
1849,,,,,,,1129,765,6,,982.2646,659.5126,459,794,5,,728.6377,513.2584,1508,437,4,,1180.7671,480.1361,-1.0455,0.5361,0.0000,,0,
1850,,,,,,,,,,,,,464,799,5,,728.4594,513.4509,1543,435,4,,1180.9788,480.1097,-0.0528,1.4322,0.0000,,0,
1851,,,,,,,674,693,4,,982.0847,659.5322,457,791,5,,728.2766,513.6378,1563,434,4,,1181.2020,480.0828,-1.0482,0.5341,0.0000,,0,
1852,,,,,,,419,647,4,,981.7564,659.5249,445,776,5,,728.0859,513.8143,1571,433,4,,1181.4295,480.0553,-1.0508,0.5333,0.0000,0.1638,0,
1853,,,,,,,303,619,4,,981.3609,659.5012,432,759,5,,727.8868,513.9792,1573,433,4,,1181.6580,480.0278,-1.0538,0.5326,0.0000,0.1833,0,
1854,,,,,,,277,606,4,,980.9507,659.4701,,,,,,,1571,433,4,,1181.8850,480.0004,1.2142,0.7026,0.0000,,0,
1855,,,,,,,303,602,4,,980.5561,659.4366,270,551,5,,727.5791,514.0041,1566,433,4,,1182.1088,479.9730,-1.0593,0.5328,0.0000,,0,
1856,,,,,,,354,603,4,,980.1916,659.4038,166,418,5,,727.2020,513.9396,1563,434,4,,1182.3307,479.9462,-1.0630,0.5333,0.0000,0.2244,0,
1857,,,,,,,411,608,4,,979.8607,659.3739,106,342,5,,726.7851,513.8242,1559,435,4,,1182.5499,479.9201,-1.0668,0.5340,0.0000,0.2285,0,
1858,,,,,,,465,613,4,,979.5615,659.3470,77,306,5,,726.3493,513.6849,1555,435,4,,1182.7666,479.8940,-1.0704,0.5348,0.0000,0.2261,0,
1859,,,,,,,511,618,4,,979.2894,659.3230,70,296,5,,725.9094,513.5390,1552,436,4,,1182.9812,479.8684,-1.0740,0.5357,0.0000,0.2196,0,
1860,,,,,,,545,622,4,,979.0374,659.3013,74,302,5,,725.4728,513.3973,1550,436,4,,1183.1945,479.8429,-1.0774,0.5365,0.0000,0.2123,0,
1861,,,,,,,570,626,4,,978.8001,659.2820,85,315,5,,725.0441,513.2645,1549,436,4,,1183.4069,479.8175,-1.0808,0.5373,0.0000,0.2049,0,
1862,,,,,,,586,628,4,,978.5724,659.2638,97,331,5,,724.6240,513.1426,1548,436,4,,1183.6185,479.7921,-1.0840,0.5380,0.0000,0.1988,0,
1863,,,,,,,595,630,4,,978.3502,659.2469,109,346,5,,724.2125,513.0308,,,,,,,-1.0872,0.5386,0.0000,0.1940,0,
1864,,,,,,,600,631,4,,978.1311,659.2305,119,359,5,,723.8082,512.9280,1491,437,5,,1183.7968,479.7672,-1.0903,0.5392,0.0000,0.1904,0,
1865,,,,,,,,,,,,,127,369,4,,723.4098,512.8319,1455,439,5,,1183.9540,479.7436,-0.0632,1.4371,0.0000,,0,
1866,,,,,,,601,631,4,,977.9129,659.2142,132,377,5,,723.0153,512.7413,1435,439,5,,1184.0994,479.7200,-1.0954,0.5402,0.0000,,0,
1867,,,,,,,601,631,4,,977.6949,659.1979,136,382,4,,722.6240,512.6541,1426,439,5,,1184.2395,479.6964,-1.0984,0.5407,0.0000,0.1854,0,
1868,,,,,,,599,631,4,,977.4760,659.1816,138,385,4,,722.2345,512.5691,1425,439,5,,1184.3788,479.6729,-1.1014,0.5412,0.0000,0.1850,0,
1869,,,,,,,598,631,4,,977.2568,659.1653,,,,,,,1428,439,5,,1184.5197,479.6493,1.2089,0.7059,0.0000,,0,
1870,,,,,,,596,631,4,,977.0367,659.1490,139,387,4,,721.8462,512.4855,1432,439,5,,1184.6628,479.6258,-1.1056,0.5418,0.0000,,0,
1871,,,,,,,594,631,4,,976.8156,659.1328,140,389,4,,721.4591,512.4033,1437,439,5,,1184.8086,479.6024,-1.1086,0.5423,0.0000,0.1848,0,
1872,,,,,,,593,631,4,,976.5943,659.1166,140,389,4,,721.0725,512.3213,1441,439,5,,1184.9565,479.5789,-1.1117,0.5428,0.0000,0.1847,0,
1873,,,,,,,592,631,4,,976.3726,659.1004,139,388,4,,720.6858,512.2387,1445,439,5,,1185.1065,479.5555,-1.1147,0.5433,0.0000,0.1849,0,
1874,,,,,,,592,630,4,,976.1512,659.0836,139,388,4,,720.2995,512.1562,1448,439,5,,1185.2581,479.5321,-1.1177,0.5438,0.0000,0.1847,0,
1875,,,,,,,591,630,4,,975.9295,659.0669,138,387,4,,719.9131,512.0731,,,,,,,-1.1208,0.5443,0.0000,0.1849,0,
1876,,,,,,,591,630,4,,975.7080,659.0501,138,387,4,,719.5273,511.9902,1507,437,4,,1185.4436,479.5076,-1.1238,0.5448,0.0000,0.1846,0,
1877,,,,,,,591,630,4,,975.4868,659.0334,138,386,4,,719.1419,511.9067,1544,436,4,,1185.6501,479.4826,-1.1269,0.5453,0.0000,0.1844,0,
1878,,,,,,,591,630,4,,975.2659,659.0168,138,386,4,,718.7571,511.8233,1565,435,4,,1185.8685,479.4570,-1.1299,0.5458,0.0000,0.1842,0,
1879,,,,,,,591,630,4,,975.0451,659.0001,138,386,4,,718.3727,511.7400,1574,435,4,,1186.0918,479.4314,-1.1329,0.5463,0.0000,0.1840,0,
1880,,,,,,,,,,,,,137,386,4,,717.9882,511.6569,1575,435,4,,1186.3154,479.4058,-0.0785,1.4447,0.0000,,0,
1881,,,,,,,607,703,4,,974.8339,659.0253,138,386,5,,717.6049,511.5738,1573,435,4,,1186.5377,479.3803,-1.1378,0.5470,0.0000,,0,
1882,,,,,,,,,,,,,138,386,5,,717.2221,511.4909,1568,435,4,,1186.7568,479.3548,-0.0801,1.4458,0.0000,,0,
1883,,,,,,,601,676,4,,974.6194,659.0351,139,385,5,,716.8404,511.4074,1563,435,4,,1186.9727,479.3294,-1.1427,0.5478,0.0000,,0,
1884,,,,,,,597,656,4,,974.4029,659.0333,,,,,,,1559,435,4,,1187.1862,479.3039,1.2079,0.7083,0.0000,,0,
1885,,,,,,,594,642,4,,974.1849,659.0236,139,385,5,,716.4593,511.3240,1556,435,4,,1187.3976,479.2785,-1.1468,0.5483,0.0000,,0,
1886,,,,,,,592,633,4,,973.9660,659.0087,139,385,5,,716.0786,511.2408,1553,435,4,,1187.6071,479.2531,-1.1498,0.5488,0.0000,0.1823,0,
1887,,,,,,,591,627,4,,973.7468,658.9904,139,385,5,,715.6985,511.1576,1551,435,4,,1187.8153,479.2278,-1.1528,0.5493,0.0000,0.1824,0,
1888,,,,,,,590,625,4,,973.5273,658.9709,139,385,4,,715.3189,511.0746,1549,435,4,,1188.0220,479.2025,-1.1558,0.5498,0.0000,0.1823,0,
1889,,,,,,,590,624,4,,973.3080,658.9509,139,385,4,,714.9397,510.9916,1548,436,4,,1188.2279,479.1778,-1.1588,0.5503,0.0000,0.1822,0,
1890,,,,,,,590,625,4,,973.0890,658.9315,139,385,4,,714.5611,510.9088,,,,,,,-1.1617,0.5508,0.0000,0.1819,0,
1891,,,,,,,591,626,4,,972.8708,658.9127,138,385,4,,714.1823,510.8261,1548,436,4,,1188.4336,479.1531,-1.1647,0.5513,0.0000,0.1817,0,
1892,,,,,,,591,627,4,,972.6528,658.8945,138,385,4,,713.8039,510.7434,1548,436,4,,1188.6391,479.1284,-1.1677,0.5518,0.0000,0.1815,0,
1893,,,,,,,591,628,4,,972.4351,658.8769,137,385,4,,713.4255,510.6609,1549,436,4,,1188.8449,479.1038,-1.1707,0.5523,0.0000,0.1813,0,
1894,,,,,,,591,629,4,,972.2176,658.8598,137,385,4,,713.0475,510.5785,1549,436,4,,1189.0505,479.0792,-1.1737,0.5528,0.0000,0.1811,0,
1895,,,,,,,591,630,4,,972.0004,658.8434,137,385,4,,712.6700,510.4962,1549,436,4,,1189.2558,479.0546,-1.1766,0.5533,0.0000,0.1809,0,
1896,,,,,,,591,630,4,,971.7835,658.8270,137,384,4,,712.2930,510.4134,1548,436,4,,1189.4603,479.0301,-1.1796,0.5538,0.0000,0.1806,0,
1897,,,,,,,,,,,,,137,383,4,,711.9166,510.3300,1548,436,4,,1189.6646,479.0056,-0.0921,1.4533,0.0000,,0,
1898,,,,,,,591,630,4,,971.5667,658.8106,137,381,4,,711.5406,510.2454,1548,436,4,,1189.8687,478.9811,-1.1845,0.5547,0.0000,,0,
1899,,,,,,,591,631,4,,971.3503,658.7947,,,,,,,1548,436,4,,1190.0725,478.9566,1.2071,0.7112,0.0000,,0,
1900,,,,,,,591,631,4,,971.1340,658.7789,515,431,16,,711.4121,510.1937,1548,436,4,,1190.2761,478.9322,-1.1873,0.5551,0.0000,,0,
1901,,,,,,,591,631,4,,970.9181,658.7632,,,,,,,1548,435,4,,1190.4794,478.9072,1.2070,0.7116,0.0000,,0,
